LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
855,2019-02-27,18:57:42.209,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:392 Earliest task time to keep is 1550948262 (2019-Feb-23 18:57:42),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
856,2019-02-27,18:57:42.210,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:400 Earliest task that exists is 1551292198 (2019-Feb-27 18:29:58),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
857,2019-02-27,18:57:42.210,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:453 Task pruning complete.,cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
1010,2019-02-27,19:04:23.665,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task 1cf42c31-0336-45a0-a797-efbc7d856967 from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
1027,2019-02-27,19:04:31.224,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task 5e247e31-88c3-49a3-9379-bfc81ed36bb6 from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
1263,2019-02-27,19:10:44.198,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:459 Cleaning up tasks we originated and destined to removed nodes,ea8dba65,taskmanagerservice.cpp:4<*> Cleaning up <*> <*> <*>ted <*> <*> <*> <*> <*>es
1264,2019-02-27,19:10:44.198,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:470 Cleaning up subtasks of completed tasks as well as attributes and responses of requests that have been removed,dcb9ced5,taskmanagerservice.cpp:<*> <*>ning <*> tasks <*> <*> <*>
1265,2019-02-27,19:10:44.201,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:388 Pruning completed tasks older than 96:00:00,dcb9ced5,taskmanagerservice.cpp:<*> <*>ning <*> tasks <*> <*> <*>
1266,2019-02-27,19:10:44.201,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:392 Earliest task time to keep is 1550949044 (2019-Feb-23 19:10:44),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
1267,2019-02-27,19:10:44.202,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:400 Earliest task that exists is 1551292198 (2019-Feb-27 18:29:58),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
1268,2019-02-27,19:10:44.202,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:453 Task pruning complete.,cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
1485,2019-02-27,19:20:30.373,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task ba2fdcd5-5dfd-4166-8551-f7681aacf441 from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
1502,2019-02-27,19:20:38.646,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task ecdfb2be-2475-4147-96e6-0267eae95b8b from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
1909,2019-02-27,19:33:34.810,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.vmware.datastore.unmount.everywhere:demuxer_id = 817507da-54e0-4ebe-8ebf-c32f0211d4e2, session_map = 1|12:10.1.182.213:48:{SVT-UPN-TAG}hpesvtadmin@SCRUMAD14.HYPER-V.LOCAL|, task_priority = 2000 created with id 20274ebe-3b03-4296-97e3-2b89a935f591",79097499,taskmanagerservice.cpp:2220 Task com.simplivity.task.<*> = <*> task_priority = 2000<*> <*> <*> <*> <*>
2059,2019-02-27,19:33:43.250,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1621 Processing request task_request[follows_span_id = , id = 91d6f7d3-b634-43fc-9bf1-aa5badd104f7, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = d3ad709f492e98e6, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551296021, task_stunned = 0, task_type = com.simplivity.task.backup_policy.delete, trace_id = 21ad0b9e4a36207289c1778095d3ba3d]",NONE,NONE
2060,2019-02-27,19:33:43.252,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:1661 Task 91d6f7d3-b634-43fc-9bf1-aa5badd104f7 Response:,16667af0,taskmanagerservice.cpp:1661 Task <*> Response:
2061,2019-02-27,19:33:43.253,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1691 Task Request task_request[follows_span_id = , id = 91d6f7d3-b634-43fc-9bf1-aa5badd104f7, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = d3ad709f492e98e6, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551296021, task_stunned = 0, task_type = com.simplivity.task.backup_policy.delete, trace_id = 21ad0b9e4a36207289c1778095d3ba3d]: Successful (Result::done)",cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
2062,2019-02-27,19:33:43.261,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = 91d6f7d3-b634-43fc-9bf1-aa5badd104f7, uvt_status = Completed created with id a8f09985-c6a1-4b2d-8313-fd305158eeb3",5e8b765f,"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = <*>, uvt_status = Completed created with id <*>"
2063,2019-02-27,19:33:43.261,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3660 Created async task a8f09985-c6a1-4b2d-8313-fd305158eeb3 of type com.simplivity.task.hms.uvt.update from 91d6f7d3-b634-43fc-9bf1-aa5badd104f7,37202005,taskmanagerservice.cpp:3660 Created async task <*> of type com.simplivity.task.hms.uvt.update from <*>
2098,2019-02-27,19:35:48.712,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1621 Processing request task_request[follows_span_id = , id = 8aacbec2-8bc5-42b2-891f-871bae764768, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = bce65a7463e6d0b3, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551296147, task_stunned = 0, task_type = com.simplivity.task.backup_policy.create, trace_id = 571aad6c4390b8dc1a111e086f9c736f]",NONE,NONE
2099,2019-02-27,19:35:48.713,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:1661 Task 8aacbec2-8bc5-42b2-891f-871bae764768 Response: task_affected_objects = 1|43:policy:8937cd4b-8319-4a38-8d1e-44b7f25e85c9|,cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
2100,2019-02-27,19:35:48.714,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1691 Task Request task_request[follows_span_id = , id = 8aacbec2-8bc5-42b2-891f-871bae764768, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = bce65a7463e6d0b3, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551296147, task_stunned = 0, task_type = com.simplivity.task.backup_policy.create, trace_id = 571aad6c4390b8dc1a111e086f9c736f]: Successful (Result::done)",cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
2101,2019-02-27,19:35:48.722,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = 8aacbec2-8bc5-42b2-891f-871bae764768, uvt_status = Completed created with id 48de8b8b-d285-4dee-a0d2-9c605fc7d9a1",5e8b765f,"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = <*>, uvt_status = Completed created with id <*>"
2102,2019-02-27,19:35:48.722,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3660 Created async task 48de8b8b-d285-4dee-a0d2-9c605fc7d9a1 of type com.simplivity.task.hms.uvt.update from 8aacbec2-8bc5-42b2-891f-871bae764768,37202005,taskmanagerservice.cpp:3660 Created async task <*> of type com.simplivity.task.hms.uvt.update from <*>
2130,2019-02-27,19:35:55.295,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.vmware.datastore.create.getvmkernelnics:session_map = 1|12:10.1.182.213:48:{SVT-UPN-TAG}hpesvtadmin@SCRUMAD14.HYPER-V.LOCAL|, task_priority = 2000 created with id 2c3d3c8e-e8ef-40a6-93f8-b87ef220b8da",79097499,taskmanagerservice.cpp:2220 Task com.simplivity.task.<*> = <*> task_priority = 2000<*> <*> <*> <*> <*>
2392,2019-02-27,19:36:04.650,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task e1e9a587-05ec-44ec-8e4a-954846ec2b3a from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
2654,2019-02-27,19:44:21.058,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:459 Cleaning up tasks we originated and destined to removed nodes,ea8dba65,taskmanagerservice.cpp:4<*> Cleaning up <*> <*> <*>ted <*> <*> <*> <*> <*>es
2655,2019-02-27,19:44:21.058,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:470 Cleaning up subtasks of completed tasks as well as attributes and responses of requests that have been removed,dcb9ced5,taskmanagerservice.cpp:<*> <*>ning <*> tasks <*> <*> <*>
2656,2019-02-27,19:44:21.063,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:388 Pruning completed tasks older than 96:00:00,dcb9ced5,taskmanagerservice.cpp:<*> <*>ning <*> tasks <*> <*> <*>
2657,2019-02-27,19:44:21.063,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:392 Earliest task time to keep is 1550951061 (2019-Feb-23 19:44:21),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
2658,2019-02-27,19:44:21.063,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:400 Earliest task that exists is 1551292198 (2019-Feb-27 18:29:58),0c575d73,<*> Earliest task <*> <*> <*> <*> <*> <*>
2659,2019-02-27,19:44:21.063,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:453 Task pruning complete.,cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
2833,2019-02-27,19:57:56.930,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task 07f9e868-9f1c-49e2-9eba-f52dbc0795fe from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
2850,2019-02-27,19:58:06.407,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task 18899d73-e5e0-4dff-8d46-78d222b66096 from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
2877,2019-02-27,20:11:29.510,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.vmware.datastore.unmount.everywhere:demuxer_id = 556a7c4b-6db4-4161-a2ce-9608bd8e56e8, session_map = 1|12:10.1.182.213:48:{SVT-UPN-TAG}hpesvtadmin@SCRUMAD14.HYPER-V.LOCAL|, task_priority = 2000 created with id 7f86ac54-6bc7-489b-92af-c66c36f2e9b9",79097499,taskmanagerservice.cpp:2220 Task com.simplivity.task.<*> = <*> task_priority = 2000<*> <*> <*> <*> <*>
3031,2019-02-27,20:11:39.831,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1621 Processing request task_request[follows_span_id = , id = f61d50f9-ecef-4290-8e79-4331eebace47, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = f0b1058552afc0f9, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551298298, task_stunned = 0, task_type = com.simplivity.task.backup_policy.delete, trace_id = 77bc7f96f5bd83c1a933e8403005ef1e]",NONE,NONE
3032,2019-02-27,20:11:39.832,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:1661 Task f61d50f9-ecef-4290-8e79-4331eebace47 Response:,16667af0,taskmanagerservice.cpp:1661 Task <*> Response:
3033,2019-02-27,20:11:39.833,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1691 Task Request task_request[follows_span_id = , id = f61d50f9-ecef-4290-8e79-4331eebace47, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = f0b1058552afc0f9, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551298298, task_stunned = 0, task_type = com.simplivity.task.backup_policy.delete, trace_id = 77bc7f96f5bd83c1a933e8403005ef1e]: Successful (Result::done)",cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
3034,2019-02-27,20:11:39.839,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = f61d50f9-ecef-4290-8e79-4331eebace47, uvt_status = Completed created with id a3548572-7ec0-46a8-b66b-03d33be0835b",5e8b765f,"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = <*>, uvt_status = Completed created with id <*>"
3035,2019-02-27,20:11:39.839,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3660 Created async task a3548572-7ec0-46a8-b66b-03d33be0835b of type com.simplivity.task.hms.uvt.update from f61d50f9-ecef-4290-8e79-4331eebace47,37202005,taskmanagerservice.cpp:3660 Created async task <*> of type com.simplivity.task.hms.uvt.update from <*>
3067,2019-02-27,20:13:16.673,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1621 Processing request task_request[follows_span_id = , id = c797a619-9a97-464b-9676-e1b27541420b, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = e24c0d7868588be4, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551298395, task_stunned = 0, task_type = com.simplivity.task.backup_policy.create, trace_id = a85e277aa02aeefe8dd7eece20d232dd]",NONE,NONE
3068,2019-02-27,20:13:16.673,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:1661 Task c797a619-9a97-464b-9676-e1b27541420b Response: task_affected_objects = 1|43:policy:34b30615-b88a-4486-a73d-230a129c85b7|,cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
3069,2019-02-27,20:13:16.674,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:1691 Task Request task_request[follows_span_id = , id = c797a619-9a97-464b-9676-e1b27541420b, owner = a625d351-ee43-4269-9bd9-28325a20cd78, parent_span_id = , seq_num = 0, span_id = e24c0d7868588be4, task_async_parent = 00000000-0000-0000-0000-000000000000, task_cancel_restart = 0, task_destination = a625d351-ee43-4269-9bd9-28325a20cd78, task_feature_level = 1222, task_invisible = 0, task_parent = 00000000-0000-0000-0000-000000000000, task_priority = 2000, task_receive_time = 1551298395, task_stunned = 0, task_type = com.simplivity.task.backup_policy.create, trace_id = a85e277aa02aeefe8dd7eece20d232dd]: Successful (Result::done)",cbb63b72,taskmanagerservice.cpp:<*> Task <*> <*>
3070,2019-02-27,20:13:16.682,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = c797a619-9a97-464b-9676-e1b27541420b, uvt_status = Completed created with id 69def783-6865-4c61-a676-3fe2c3f3fb08",5e8b765f,"taskmanagerservice.cpp:2220 Task com.simplivity.task.hms.uvt.update:task_invisible = 1, task_priority = 2000, task_transitory = 1, uvt_id = <*>, uvt_status = Completed created with id <*>"
3071,2019-02-27,20:13:16.682,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3660 Created async task 69def783-6865-4c61-a676-3fe2c3f3fb08 of type com.simplivity.task.hms.uvt.update from c797a619-9a97-464b-9676-e1b27541420b,37202005,taskmanagerservice.cpp:3660 Created async task <*> of type com.simplivity.task.hms.uvt.update from <*>
3099,2019-02-27,20:13:23.241,INFO,[cfgdb.task.taskmanagerservice],"taskmanagerservice.cpp:2220 Task com.simplivity.task.vmware.datastore.create.getvmkernelnics:session_map = 1|12:10.1.182.213:48:{SVT-UPN-TAG}hpesvtadmin@SCRUMAD14.HYPER-V.LOCAL|, task_priority = 2000 created with id 945f2024-2964-4534-9b30-8fcee9ea4bbe",79097499,taskmanagerservice.cpp:2220 Task com.simplivity.task.<*> = <*> task_priority = 2000<*> <*> <*> <*> <*>
3357,2019-02-27,20:13:33.236,INFO,[cfgdb.task.taskmanagerservice],taskmanagerservice.cpp:3101 get remote task 5f462eb6-555c-4226-a8ba-8cfd2bac2980 from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78,91b5fe76,taskmanagerservice.cpp:3101 get remote task <*> from dest node id 5b2ac51c-3875-41a5-948e-9897c919e611 or owner node id a625d351-ee43-4269-9bd9-28325a20cd78 - TMS: TaskManagerService_a625d351-ee43-4269-9bd9-28325a20cd78
